query_name,covered_subplans,all_subplans
18c,ci it1 it2 mi mi_idx,56
18c,ci n,56
18c,ci it2 mi_idx t,56
18c,ci it1 mi t,56
18c,it1 mi mi_idx,56
18c,ci mi t,56
18c,it1 mi t,56
18c,ci it1 mi mi_idx t,56
18c,ci it1 mi n,56
18c,it1 mi,56
18c,it2 mi_idx t,56
18c,mi mi_idx t,56
18c,ci mi n,56
18c,ci it1 it2 mi mi_idx n,56
18c,ci it1 mi,56
18c,it1 mi mi_idx t,56
18c,ci mi,56
18c,it1 it2 mi mi_idx,56
32a,k mk,24
32a,k mk ml t1,24
32a,mk ml t1,24
32a,k lt mk ml t1 t2,24
32a,k mk t1,24
32a,lt ml,24
32a,lt ml t1 t2,24
32a,lt mk ml t1 t2,24
32a,lt ml t2,24
32a,k lt mk ml t1,24
32a,k mk ml t1 t2,24
32a,ml t1,24
32a,mk t1,24
32a,lt mk ml t1,24
32a,ml t1 t2,24
32a,ml t2,24
32a,lt ml t1,24
32b,k mk,24
32b,mk ml t1,24
32b,k lt mk ml t1 t2,24
32b,k mk t1,24
32b,lt ml,24
32b,lt ml t1 t2,24
32b,lt mk ml t1 t2,24
32b,lt ml t2,24
32b,k lt mk ml t1,24
32b,ml t1,24
32b,mk t1,24
32b,lt mk ml t1,24
32b,ml t1 t2,24
32b,ml t2,24
32b,lt ml t1,24
7a,an ci lt ml,90
7a,an ci lt ml n pi t,90
7a,ci t,90
7a,ci pi,90
7a,ci it pi,90
7a,n pi,90
7a,an ci lt ml pi t,90
7a,ci lt ml n pi t,90
7a,ci it ml pi,90
7a,an it n pi,90
7a,an ci it lt ml n pi t,90
7a,an ci ml,90
7a,an ci lt ml t,90
7a,ci n t,90
7a,an ci it ml pi,90
7a,lt ml,90
7a,ci it n pi,90
7a,ci lt ml pi,90
7a,an ci it lt ml n pi,90
7a,an ci n pi,90
7a,an ci it ml n pi t,90
7a,ci ml,90
7a,an pi,90
7a,an n,90
7a,ci pi t,90
7a,ci lt ml,90
7a,an ci,90
7a,ci lt ml n t,90
7a,ci ml pi,90
7a,an ci n,90
7a,an it pi,90
7a,ci ml n,90
7a,ci n,90
7a,an ci t,90
7a,ci lt ml t,90
7a,an ci lt ml n t,90
7a,it pi,90
7a,ci n pi,90
7a,ci it lt ml pi t,90
7a,an ci it ml n pi,90
7a,an ci it n pi,90
7a,an n pi,90
7a,ci lt ml n,90
7a,lt ml t,90
7a,ci lt ml pi t,90
7a,ci ml t,90
7a,it n pi,90
7a,an ci pi,90
7a,ml t,90
7a,an ci it pi,90
7b,an ci lt ml,90
7b,an ci lt ml n pi t,90
7b,ci t,90
7b,ci ml n pi,90
7b,ci pi,90
7b,ci it pi,90
7b,an ci ml n,90
7b,n pi,90
7b,ci lt ml n pi,90
7b,an ci lt ml pi t,90
7b,ci lt ml n pi t,90
7b,an it n pi,90
7b,an ci it lt ml n pi t,90
7b,an ci ml,90
7b,an ci lt ml t,90
7b,ci n t,90
7b,lt ml,90
7b,ci it n pi,90
7b,ci lt ml pi,90
7b,an ci n pi,90
7b,an ci lt ml n,90
7b,ci ml,90
7b,an pi,90
7b,an n,90
7b,ci pi t,90
7b,ci it lt ml n pi t,90
7b,ci lt ml,90
7b,an ci,90
7b,ci lt ml n t,90
7b,ci ml pi,90
7b,an ci n,90
7b,an it pi,90
7b,ci ml n,90
7b,ci n,90
7b,an ci t,90
7b,ci lt ml t,90
7b,an ci lt ml n t,90
7b,it pi,90
7b,ci n pi,90
7b,ci it lt ml pi t,90
7b,an ci it n pi,90
7b,an n pi,90
7b,ci lt ml n,90
7b,lt ml t,90
7b,ci lt ml pi t,90
7b,ci ml t,90
7b,it n pi,90
7b,an ci it lt ml pi t,90
7b,an ci pi,90
7b,ci ml n t,90
7b,ml t,90
7c,an ci lt ml,90
7c,ci t,90
7c,ci pi,90
7c,ci it pi,90
7c,n pi,90
7c,an ci it n pi t,90
7c,ci lt ml n pi t,90
7c,ci it ml pi,90
7c,an it n pi,90
7c,an ci it lt ml n pi t,90
7c,an ci ml,90
7c,ci n t,90
7c,an ci lt ml t,90
7c,an ci it ml pi,90
7c,lt ml,90
7c,ci it n pi,90
7c,ci lt ml pi,90
7c,an ci it lt ml n pi,90
7c,an ci n pi,90
7c,an ci it ml n pi t,90
7c,ci ml,90
7c,an pi,90
7c,ci it pi t,90
7c,an n,90
7c,ci pi t,90
7c,ci it lt ml n pi t,90
7c,ci lt ml,90
7c,an ci,90
7c,ci lt ml n t,90
7c,ci ml pi,90
7c,an ci n,90
7c,an it pi,90
7c,ci ml n,90
7c,ci n,90
7c,an ci t,90
7c,ci lt ml t,90
7c,an ci it pi t,90
7c,it pi,90
7c,ci n pi,90
7c,an ci lt ml n t,90
7c,ci it lt ml pi t,90
7c,an ci it ml n pi,90
7c,an ci it n pi,90
7c,an n pi,90
7c,ci lt ml n,90
7c,lt ml t,90
7c,ci lt ml pi t,90
7c,ci ml t,90
7c,it n pi,90
7c,an ci pi,90
7c,ml t,90
7c,an ci it pi,90
11a,k mk,93
11a,k lt mc mk ml,93
11a,ct mc,93
11a,ct lt mc ml,93
11a,cn k mc mk,93
11a,k lt mk ml t,93
11a,cn mc,93
11a,lt mc mk ml,93
11a,k mc mk ml,93
11a,ct mc t,93
11a,ct mc ml,93
11a,k lt mc mk ml t,93
11a,lt ml,93
11a,ct k lt mc mk ml t,93
11a,cn ct lt mc ml t,93
11a,ct mc mk,93
11a,k mk ml,93
11a,ct lt mc mk ml,93
11a,mk ml t,93
11a,ct lt mc ml t,93
11a,cn ct lt mc mk ml t,93
11a,lt mc ml t,93
11a,cn lt mc mk ml,93
11a,k mk t,93
11a,mc ml t,93
11a,cn ct lt mc ml,93
11a,k mc mk,93
11a,cn ct lt mc mk ml,93
11a,cn lt mc ml t,93
11a,cn ct k lt mc mk ml t,93
11a,cn ct mc,93
11a,mc t,93
11a,cn mc ml,93
11a,mc mk ml,93
11a,cn k lt mc mk ml t,93
11a,lt ml t,93
11a,mc mk t,93
11a,lt mc mk ml t,93
11a,mk t,93
11a,ct lt mc mk ml t,93
11a,mk ml,93
11a,mc mk,93
11a,lt mc ml,93
11a,k mc mk t,93
11a,mc ml,93
11a,k mk ml t,93
11a,cn mc t,93
11a,k lt mk ml,93
11a,ct k mc mk,93
11a,lt mk ml t,93
11a,ml t,93
11a,lt mk ml,93
11a,cn mc mk,93
11a,cn lt mc ml,93
11b,ct mc mk t,93
11b,k mk,93
11b,cn ct mc ml t,93
11b,cn ct mc t,93
11b,ct k mc mk t,93
11b,ct mc,93
11b,k lt mk ml t,93
11b,cn mc,93
11b,cn ct k mc mk t,93
11b,ct mc t,93
11b,ct mc ml,93
11b,k lt mc mk ml t,93
11b,lt ml,93
11b,cn ct k mc mk ml t,93
11b,cn ct lt mc ml t,93
11b,ct mc ml t,93
11b,ct k lt mc mk ml t,93
11b,k mc mk t,93
11b,ct mc mk,93
11b,k mk ml,93
11b,mk ml t,93
11b,k mc mk ml t,93
11b,ct lt mc ml t,93
11b,cn ct lt mc mk ml t,93
11b,lt mc ml t,93
11b,cn ct mc mk t,93
11b,cn mc ml t,93
11b,k mk t,93
11b,mc ml t,93
11b,k mc mk,93
11b,cn k mc mk t,93
11b,cn lt mc ml t,93
11b,cn ct k lt mc mk ml t,93
11b,ct k mc mk ml t,93
11b,cn ct mc,93
11b,mc t,93
11b,cn mc ml,93
11b,mc mk ml,93
11b,cn k lt mc mk ml t,93
11b,lt ml t,93
11b,mc mk t,93
11b,lt mc mk ml t,93
11b,mk t,93
11b,ct lt mc mk ml t,93
11b,mk ml,93
11b,mc mk,93
11b,lt mc ml,93
11b,mc mk ml t,93
11b,mc ml,93
11b,cn mc mk t,93
11b,cn mc t,93
11b,k mk ml t,93
11b,cn ct mc mk ml t,93
11b,lt mk ml t,93
11b,ml t,93
11b,lt mk ml,93
11b,cn mc mk,93
11c,k mk,93
11c,cn ct mc ml t,93
11c,cn ct mc t,93
11c,k lt mc mk ml,93
11c,cn ct mc ml,93
11c,ct mc,93
11c,cn k mc mk,93
11c,k lt mk ml t,93
11c,cn mc,93
11c,lt mc mk ml,93
11c,k mc mk ml,93
11c,cn ct k mc mk,93
11c,ct mc t,93
11c,ct mc ml,93
11c,k lt mc mk ml t,93
11c,lt ml,93
11c,ct k lt mc mk ml t,93
11c,cn ct lt mc ml t,93
11c,ct mc mk,93
11c,k mk ml,93
11c,mk ml t,93
11c,ct lt mc ml t,93
11c,cn ct lt mc mk ml t,93
11c,lt mc ml t,93
11c,cn ct mc mk t,93
11c,cn ct mc mk ml,93
11c,cn mc ml t,93
11c,cn ct mc mk,93
11c,k mk t,93
11c,mc ml t,93
11c,cn ct lt mc ml,93
11c,k mc mk,93
11c,cn ct lt mc mk ml,93
11c,cn lt mc ml t,93
11c,cn ct k lt mc mk ml t,93
11c,cn lt mc mk ml t,93
11c,ct k mc mk,93
11c,cn ct mc,93
11c,mc t,93
11c,cn mc ml,93
11c,mc mk ml,93
11c,cn k lt mc mk ml t,93
11c,lt ml t,93
11c,mc mk t,93
11c,lt mc mk ml t,93
11c,mk t,93
11c,cn mc mk ml,93
11c,mk ml,93
11c,mc mk,93
11c,lt mc ml,93
11c,k mc mk t,93
11c,mc ml,93
11c,cn mc mk t,93
11c,cn mc t,93
11c,k lt mk ml,93
11c,cn ct mc mk ml t,93
11c,lt mk ml t,93
11c,ml t,93
11c,lt mk ml,93
11c,k mk ml t,93
11c,cn mc mk,93
11c,cn lt mc ml,93
11d,ct mc mk t,93
11d,k mk,93
11d,k lt mc mk ml,93
11d,cn ct mc t,93
11d,cn ct mc ml,93
11d,ct mc,93
11d,ct lt mc ml,93
11d,cn k mc mk,93
11d,k lt mk ml t,93
11d,cn mc,93
11d,lt mc mk ml,93
11d,k mc mk ml,93
11d,cn ct k mc mk,93
11d,ct mc t,93
11d,ct mc ml,93
11d,k lt mc mk ml t,93
11d,ct mc mk ml,93
11d,lt ml,93
11d,ct k lt mc mk ml t,93
11d,cn ct lt mc ml t,93
11d,ct mc ml t,93
11d,ct mc mk,93
11d,k mk ml,93
11d,ct lt mc mk ml,93
11d,mk ml t,93
11d,ct lt mc ml t,93
11d,cn ct lt mc mk ml t,93
11d,lt mc ml t,93
11d,k mk t,93
11d,mc ml t,93
11d,cn ct lt mc ml,93
11d,k mc mk,93
11d,cn ct lt mc mk ml,93
11d,cn lt mc ml t,93
11d,cn ct k lt mc mk ml t,93
11d,cn lt mc mk ml t,93
11d,cn ct mc,93
11d,mc t,93
11d,cn mc ml,93
11d,mc mk ml,93
11d,cn k lt mc mk ml t,93
11d,lt ml t,93
11d,mc mk t,93
11d,lt mc mk ml t,93
11d,mk t,93
11d,ct lt mc mk ml t,93
11d,mk ml,93
11d,mc mk,93
11d,lt mc ml,93
11d,k mc mk t,93
11d,mc ml,93
11d,k lt mk ml,93
11d,cn mc t,93
11d,k mk ml t,93
11d,ct k mc mk,93
11d,lt mk ml t,93
11d,ml t,93
11d,lt mk ml,93
11d,cn mc mk,93
11d,cn lt mc ml,93
12a,ct mc mi_idx t,93
12a,cn mc mi,93
12a,ct mc,93
12a,cn it2 mc mi mi_idx t,93
12a,mc mi_idx,93
12a,it1 it2 mc mi mi_idx t,93
12a,mc mi t,93
12a,it1 it2 mi mi_idx t,93
12a,cn it2 mc mi_idx,93
12a,cn ct it2 mc mi mi_idx t,93
12a,ct mc mi mi_idx,93
12a,cn mc,93
12a,ct mc t,93
12a,cn ct it1 it2 mc mi mi_idx,93
12a,it2 mc mi_idx,93
12a,ct mc mi_idx,93
12a,mi_idx t,93
12a,it1 mc mi,93
12a,cn it1 it2 mc mi mi_idx,93
12a,cn mc mi_idx,93
12a,cn it1 it2 mc mi mi_idx t,93
12a,it1 mc mi mi_idx,93
12a,cn ct it1 it2 mc mi mi_idx t,93
12a,it2 mi mi_idx,93
12a,ct it2 mc mi mi_idx t,93
12a,it1 it2 mc mi mi_idx,93
12a,mi mi_idx,93
12a,mc mi,93
12a,mc mi_idx t,93
12a,mi t,93
12a,cn it2 mc mi mi_idx,93
12a,it2 mi_idx,93
12a,cn ct it2 mc mi_idx,93
12a,it2 mi mi_idx t,93
12a,it2 mc mi_idx t,93
12a,ct it2 mc mi_idx,93
12a,it1 mi mi_idx,93
12a,it2 mc mi mi_idx,93
12a,mc mi mi_idx,93
12a,it1 mi t,93
12a,ct it1 it2 mc mi mi_idx,93
12a,it2 mc mi mi_idx t,93
12a,it1 mi,93
12a,cn ct mc,93
12a,mc t,93
12a,it2 mi_idx t,93
12a,mi mi_idx t,93
12a,cn it2 mc mi_idx t,93
12a,cn ct it2 mc mi mi_idx,93
12a,ct it1 it2 mc mi mi_idx t,93
12a,ct it2 mc mi_idx t,93
12a,it1 mi mi_idx t,93
12a,ct mc mi,93
12a,cn mc t,93
12a,cn ct it2 mc mi_idx t,93
12a,it1 it2 mi mi_idx,93
12a,cn ct mc mi_idx,93
12a,ct it2 mc mi mi_idx,93
12b,ct mc mi_idx t,93
12b,cn mc mi,93
12b,cn ct mc t,93
12b,cn ct mc mi mi_idx t,93
12b,ct mc,93
12b,mc mi_idx,93
12b,cn ct it2 mc mi mi_idx t,93
12b,mc mi t,93
12b,it1 mc mi t,93
12b,it1 it2 mi mi_idx t,93
12b,it1 it2 mc mi mi_idx t,93
12b,mc mi mi_idx t,93
12b,cn it2 mc mi_idx,93
12b,cn mc,93
12b,ct mc t,93
12b,it2 mc mi_idx,93
12b,ct mc mi_idx,93
12b,mi_idx t,93
12b,cn it1 mc mi t,93
12b,it1 mc mi,93
12b,cn mc mi_idx t,93
12b,cn mc mi_idx,93
12b,cn it1 it2 mc mi mi_idx t,93
12b,cn ct it1 it2 mc mi mi_idx t,93
12b,it2 mi mi_idx,93
12b,ct it2 mc mi mi_idx t,93
12b,cn ct it1 mc mi mi_idx t,93
12b,it1 it2 mc mi mi_idx,93
12b,mi mi_idx,93
12b,mc mi,93
12b,mc mi_idx t,93
12b,mi t,93
12b,cn ct it1 mc mi t,93
12b,it2 mi_idx,93
12b,cn ct it2 mc mi_idx,93
12b,it2 mi mi_idx t,93
12b,it2 mc mi_idx t,93
12b,ct it2 mc mi_idx,93
12b,it1 mc mi mi_idx t,93
12b,it1 mi mi_idx,93
12b,it2 mc mi mi_idx,93
12b,it1 mi t,93
12b,mc mi mi_idx,93
12b,it2 mc mi mi_idx t,93
12b,it1 mi,93
12b,cn ct mc,93
12b,mc t,93
12b,it2 mi_idx t,93
12b,cn it2 mc mi_idx t,93
12b,mi mi_idx t,93
12b,ct mc mi t,93
12b,cn ct mc mi t,93
12b,cn ct it2 mc mi mi_idx,93
12b,ct it1 it2 mc mi mi_idx t,93
12b,ct it1 mc mi mi_idx t,93
12b,ct it2 mc mi_idx t,93
12b,it1 mi mi_idx t,93
12b,cn ct it2 mc mi_idx t,93
12b,cn mc t,93
12b,ct mc mi,93
12b,cn ct mc mi_idx t,93
12b,cn mc mi t,93
12b,ct it1 mc mi t,93
12b,it1 it2 mi mi_idx,93
12b,ct it2 mc mi mi_idx,93
12c,ct mc mi_idx t,93
12c,cn mc mi,93
12c,ct mc,93
12c,cn it2 mc mi mi_idx t,93
12c,mc mi_idx,93
12c,it1 it2 mc mi mi_idx t,93
12c,cn ct it2 mc mi mi_idx t,93
12c,it1 it2 mi mi_idx t,93
12c,cn it2 mc mi_idx,93
12c,mc mi t,93
12c,ct mc mi mi_idx,93
12c,cn mc,93
12c,ct mc t,93
12c,cn ct it1 it2 mc mi mi_idx,93
12c,it2 mc mi_idx,93
12c,ct mc mi_idx,93
12c,mi_idx t,93
12c,it1 mc mi,93
12c,cn it1 it2 mc mi mi_idx,93
12c,cn mc mi_idx,93
12c,cn it1 it2 mc mi mi_idx t,93
12c,it1 mc mi mi_idx,93
12c,cn ct it1 it2 mc mi mi_idx t,93
12c,it2 mi mi_idx,93
12c,ct it2 mc mi mi_idx t,93
12c,it1 it2 mc mi mi_idx,93
12c,mi mi_idx,93
12c,mc mi,93
12c,mc mi_idx t,93
12c,mi t,93
12c,cn it2 mc mi mi_idx,93
12c,it2 mi_idx,93
12c,cn ct it2 mc mi_idx,93
12c,it2 mi mi_idx t,93
12c,it2 mc mi_idx t,93
12c,ct it2 mc mi_idx,93
12c,it1 mi mi_idx,93
12c,it2 mc mi mi_idx,93
12c,mc mi mi_idx,93
12c,it1 mi t,93
12c,ct it1 it2 mc mi mi_idx,93
12c,it2 mc mi mi_idx t,93
12c,it1 mi,93
12c,cn ct mc,93
12c,mc t,93
12c,it2 mi_idx t,93
12c,mi mi_idx t,93
12c,cn ct it2 mc mi mi_idx,93
12c,ct it1 it2 mc mi mi_idx t,93
12c,ct it2 mc mi_idx t,93
12c,it1 mi mi_idx t,93
12c,cn ct it2 mc mi_idx t,93
12c,ct mc mi,93
12c,cn mc t,93
12c,it1 it2 mi mi_idx,93
12c,cn ct mc mi_idx,93
12c,ct it2 mc mi mi_idx,93
13a,kt mc t,139
13a,cn mc mi,139
13a,cn ct mc t,139
13a,cn ct mc mi mi_idx t,139
13a,it1 mc mi_idx t,139
13a,it1 kt mc mi mi_idx t,139
13a,ct mc,139
13a,mc mi_idx,139
13a,mc mi t,139
13a,it2 mc mi,139
13a,it1 kt mc mi_idx t,139
13a,cn mc,139
13a,cn ct it2 mc mi,139
13a,cn it2 mc mi,139
13a,cn ct it2 kt mc mi mi_idx t,139
13a,ct mc t,139
13a,cn ct kt mc mi t,139
13a,cn it1 kt mc mi mi_idx t,139
13a,ct mc mi_idx,139
13a,cn it1 mc mi_idx,139
13a,mi_idx t,139
13a,cn it1 it2 kt mc mi mi_idx t,139
13a,cn ct kt mc t,139
13a,cn ct it1 mc mi_idx t,139
13a,cn ct kt mc mi mi_idx t,139
13a,cn ct it2 kt mc mi t,139
13a,cn mc mi_idx t,139
13a,cn mc mi_idx,139
13a,cn ct it2 mc mi t,139
13a,cn ct kt mc mi_idx t,139
13a,cn ct it1 mc mi_idx,139
13a,it2 mi mi_idx,139
13a,cn ct it1 it2 mc mi mi_idx t,139
13a,it1 mc mi mi_idx,139
13a,cn ct it1 mc mi mi_idx t,139
13a,cn kt mc t,139
13a,mi mi_idx,139
13a,mc mi,139
13a,mc mi_idx t,139
13a,cn it1 mc mi mi_idx,139
13a,mi t,139
13a,it1 mc mi_idx,139
13a,cn ct it1 mc mi mi_idx,139
13a,it2 mi,139
13a,it1 mi_idx,139
13a,cn ct it1 it2 kt mc mi mi_idx t,139
13a,it1 mc mi mi_idx t,139
13a,it1 mi mi_idx,139
13a,mc mi mi_idx,139
13a,kt t,139
13a,it1 mi_idx t,139
13a,cn ct mc,139
13a,mc t,139
13a,kt mi t,139
13a,mi mi_idx t,139
13a,cn mc mi mi_idx,139
13a,cn ct it1 kt mc mi_idx t,139
13a,cn ct mc mi t,139
13a,cn it1 kt mc mi_idx t,139
13a,it1 kt mi_idx t,139
13a,cn it1 mc mi_idx t,139
13a,cn ct mc mi,139
13a,kt mi_idx t,139
13a,it2 mi t,139
13a,ct mc mi,139
13a,cn ct it1 kt mc mi mi_idx t,139
13a,cn mc t,139
13a,it1 mi mi_idx t,139
13a,cn ct mc mi_idx t,139
13a,cn mc mi t,139
13a,it1 kt mi mi_idx t,139
13a,cn ct mc mi mi_idx,139
13a,cn ct mc mi_idx,139
13b,kt mc t,139
13b,kt mc mi mi_idx t,139
13b,cn mc mi,139
13b,it1 it2 kt mc mi mi_idx t,139
13b,it2 kt mc mi t,139
13b,it1 kt mc mi mi_idx t,139
13b,ct mc,139
13b,mc mi_idx,139
13b,mc mi t,139
13b,ct it1 it2 kt mc mi mi_idx t,139
13b,kt mc mi_idx t,139
13b,it2 kt mi t,139
13b,it1 kt mc mi_idx t,139
13b,it2 kt mc mi mi_idx t,139
13b,cn mc,139
13b,ct it1 kt mc mi_idx t,139
13b,it2 mc mi,139
13b,cn ct it2 kt mc mi mi_idx t,139
13b,ct mc t,139
13b,cn ct kt mc mi t,139
13b,cn it1 kt mc mi mi_idx t,139
13b,ct mc mi_idx,139
13b,mi_idx t,139
13b,ct kt mc t,139
13b,cn it1 it2 kt mc mi mi_idx t,139
13b,cn ct kt mc t,139
13b,cn ct kt mc mi mi_idx t,139
13b,cn kt mc mi_idx t,139
13b,cn mc mi_idx,139
13b,kt mc mi t,139
13b,cn ct kt mc mi_idx t,139
13b,it2 mi mi_idx,139
13b,cn kt mc t,139
13b,mi mi_idx,139
13b,mc mi,139
13b,mc mi_idx t,139
13b,mi t,139
13b,it1 mc mi_idx,139
13b,kt mi mi_idx t,139
13b,it2 mi,139
13b,it2 mi mi_idx t,139
13b,it2 mc mi t,139
13b,it1 mi_idx,139
13b,cn ct it1 it2 kt mc mi mi_idx t,139
13b,it1 it2 kt mi mi_idx t,139
13b,it1 mi mi_idx,139
13b,mc mi mi_idx,139
13b,ct kt mc mi t,139
13b,kt t,139
13b,it1 mi_idx t,139
13b,ct it1 kt mc mi mi_idx t,139
13b,ct kt mc mi mi_idx t,139
13b,cn ct mc,139
13b,mc t,139
13b,kt mi t,139
13b,mi mi_idx t,139
13b,it2 kt mi mi_idx t,139
13b,cn it1 kt mc mi_idx t,139
13b,cn ct it1 kt mc mi_idx t,139
13b,it1 kt mi_idx t,139
13b,kt mi_idx t,139
13b,it2 mi t,139
13b,ct mc mi,139
13b,cn ct it1 kt mc mi mi_idx t,139
13b,it1 kt mi mi_idx t,139
13b,cn mc t,139
13b,ct kt mc mi_idx t,139
13c,kt mc t,139
13c,kt mc mi mi_idx t,139
13c,ct mc mi_idx t,139
13c,cn mc mi,139
13c,cn ct mc t,139
13c,it2 kt mc mi t,139
13c,it1 mc mi_idx t,139
13c,it1 kt mc mi mi_idx t,139
13c,ct mc,139
13c,cn kt mc mi t,139
13c,it1 it2 kt mc mi mi_idx t,139
13c,mc mi_idx,139
13c,mc mi t,139
13c,ct it1 it2 kt mc mi mi_idx t,139
13c,kt mc mi_idx t,139
13c,it2 kt mi t,139
13c,it1 kt mc mi_idx t,139
13c,it2 kt mc mi mi_idx t,139
13c,cn mc,139
13c,ct it1 kt mc mi_idx t,139
13c,it2 mc mi,139
13c,cn ct it2 kt mc mi mi_idx t,139
13c,ct mc t,139
13c,cn ct kt mc mi t,139
13c,cn it1 kt mc mi mi_idx t,139
13c,ct mc mi_idx,139
13c,mi_idx t,139
13c,ct kt mc t,139
13c,cn it1 it2 kt mc mi mi_idx t,139
13c,cn ct kt mc t,139
13c,cn ct kt mc mi mi_idx t,139
13c,cn kt mc mi_idx t,139
13c,cn mc mi_idx,139
13c,kt mc mi t,139
13c,cn ct kt mc mi_idx t,139
13c,it2 mi mi_idx,139
13c,cn kt mc t,139
13c,mi mi_idx,139
13c,mc mi,139
13c,mc mi_idx t,139
13c,mi t,139
13c,it1 mc mi_idx,139
13c,kt mi mi_idx t,139
13c,it2 mi,139
13c,it2 mi mi_idx t,139
13c,it2 mc mi t,139
13c,it1 mi_idx,139
13c,cn ct it1 it2 kt mc mi mi_idx t,139
13c,it1 it2 kt mi mi_idx t,139
13c,it1 mi mi_idx,139
13c,mc mi mi_idx,139
13c,ct kt mc mi t,139
13c,kt t,139
13c,it1 mi_idx t,139
13c,ct it1 kt mc mi mi_idx t,139
13c,ct kt mc mi mi_idx t,139
13c,cn ct mc,139
13c,mc t,139
13c,kt mi t,139
13c,mi mi_idx t,139
13c,it2 kt mi mi_idx t,139
13c,cn it1 kt mc mi_idx t,139
13c,cn ct it1 kt mc mi_idx t,139
13c,ct mc mi t,139
13c,it1 kt mi_idx t,139
13c,kt mi_idx t,139
13c,it2 mi t,139
13c,it1 mi mi_idx t,139
13c,cn ct it1 kt mc mi mi_idx t,139
13c,it1 kt mi mi_idx t,139
13c,cn mc t,139
13c,ct kt mc mi_idx t,139
13c,ct mc mi,139
13d,kt mc t,139
13d,cn ct mc t,139
13d,mc mi_idx,139
13d,mc mi t,139
13d,it2 mc mi,139
13d,cn ct it2 kt mc mi mi_idx t,139
13d,cn ct kt mc mi t,139
13d,mi_idx t,139
13d,mi mi_idx,139
13d,it1 mc mi_idx,139
13d,kt mi mi_idx t,139
13d,it1 it2 kt mi mi_idx t,139
13d,mc t,139
13d,mi mi_idx t,139
13d,it1 kt mi_idx t,139
13d,it1 mi mi_idx t,139
13d,it1 it2 mi mi_idx,139
13d,ct mc,139
13d,it1 it2 mi mi_idx t,139
13d,ct it1 mc mi mi_idx,139
13d,it1 kt mc mi_idx t,139
13d,cn mc,139
13d,ct it1 kt mc mi_idx t,139
13d,ct it1 mc mi_idx,139
13d,cn it1 it2 kt mc mi mi_idx t,139
13d,cn ct it1 mc mi_idx t,139
13d,cn ct kt mc mi mi_idx t,139
13d,mc mi_idx t,139
13d,it1 mi_idx,139
13d,it1 mc mi mi_idx t,139
13d,it1 mi mi_idx,139
13d,mc mi mi_idx,139
13d,cn mc mi mi_idx,139
13d,cn ct it1 kt mc mi_idx t,139
13d,cn ct mc mi t,139
13d,cn it1 mc mi_idx t,139
13d,cn mc t,139
13d,cn ct mc mi_idx,139
13d,cn mc mi,139
13d,cn kt mc mi t,139
13d,ct it1 it2 kt mc mi mi_idx t,139
13d,kt mc mi_idx t,139
13d,it2 kt mi t,139
13d,cn ct it2 mc mi,139
13d,cn it2 mc mi,139
13d,ct mc t,139
13d,cn mc mi_idx,139
13d,cn ct it1 mc mi_idx,139
13d,it2 mi mi_idx,139
13d,cn ct it1 mc mi mi_idx t,139
13d,cn ct it1 mc mi mi_idx,139
13d,it2 mi,139
13d,ct it2 mc mi,139
13d,it1 mi_idx t,139
13d,kt t,139
13d,cn it1 kt mc mi_idx t,139
13d,kt mi_idx t,139
13d,it2 mi t,139
13d,cn ct mc mi mi_idx,139
13d,it1 kt mi mi_idx t,139
13d,cn mc mi t,139
13d,it1 it2 kt mc mi mi_idx t,139
13d,it1 mc mi_idx t,139
13d,it1 kt mc mi mi_idx t,139
13d,ct mc mi_idx,139
13d,cn it1 mc mi_idx,139
13d,cn ct kt mc t,139
13d,it1 mc mi mi_idx,139
13d,cn ct it1 it2 mc mi mi_idx t,139
13d,cn kt mc t,139
13d,mc mi,139
13d,mi t,139
13d,cn ct it1 it2 kt mc mi mi_idx t,139
13d,ct it1 kt mc mi mi_idx t,139
13d,cn ct mc,139
13d,kt mi t,139
13d,cn ct mc mi,139
13d,ct mc mi,139
13d,cn ct it1 kt mc mi mi_idx t,139
14a,k mk,84
14a,it2 k mi_idx mk t,84
14a,it2 k kt mi_idx mk t,84
14a,it1 it2 mi mi_idx t,84
14a,it2 k mi mi_idx mk,84
14a,mi mi_idx mk,84
14a,k mi mk t,84
14a,it1 it2 k kt mi mi_idx mk t,84
14a,it2 kt mi_idx mk t,84
14a,it2 k mi mi_idx mk t,84
14a,kt mi_idx mk t,84
14a,mi_idx t,84
14a,it1 it2 kt mi mi_idx mk t,84
14a,it1 it2 mi mi_idx mk t,84
14a,k kt mi mk t,84
14a,it2 k kt mi mi_idx mk t,84
14a,k mi_idx mk,84
14a,it2 mi mi_idx,84
14a,k mi mk,84
14a,mi_idx mk,84
14a,it2 mi_idx mk,84
14a,mi mi_idx,84
14a,it1 it2 mi mi_idx mk,84
14a,mi t,84
14a,it2 mi_idx mk t,84
14a,it2 mi_idx,84
14a,kt mi mi_idx t,84
14a,k mk t,84
14a,it2 mi mi_idx t,84
14a,kt mk t,84
14a,it2 k mi_idx mk,84
14a,k mi mi_idx mk,84
14a,it1 mi mk,84
14a,it1 it2 kt mi mi_idx t,84
14a,mi_idx mk t,84
14a,it1 mi mi_idx,84
14a,mi mk,84
14a,it1 mi t,84
14a,it2 kt mi mi_idx mk t,84
14a,kt t,84
14a,it1 mi,84
14a,it1 mi mi_idx mk,84
14a,k kt mk t,84
14a,it2 mi_idx t,84
14a,it2 mi mi_idx mk,84
